0	1	2	3	4	5
2370863	1851500	Where is the girl riding the bike?	In the street.	A ina yarinyar take tuƙa keken?	A titin.
2415316	933680	How many men are there?	One.	Nawane adadin mutane a gurin?	Ɗaya.
2415316	933678	Why is the man holding an umbrella?	It is raining.	Meyasa mutumin yake riƙe da lema?	Ana ruwan sama.
2379652	555838	What is the parking location?	Tarmac.	Menene gurin ajiyan?	Kwalta.
2386210	678478	Where are they?	Tennis Court.	A ina suke?	Filin tanis.
2321878	881324	Where are the leaves?	On the tree.	Ina ganyayyakin?	A kan bishiyan.
2321878	881326	Where is the white hat?	On the woman's head.	Ina farar hulan?	A kan matar.
2408770	1067249	What color are the man's socks?	Black.	Menene launin safar mutumin?	Baƙa.
2410990	1320510	What is the number of sheep without horns?	Three.	Menene adadin tumakai marasa ƙaho?	Uku.
2345930	710706	What color is the grass?	Green.	Menene launin ciyawar?	Kore.
2345930	710703	How many people on the field are in red?	5	Mutane nawane a filin a cikin ja?	5
2324679	858918	Where is the surfboard?	Under the person.	Ina allon hawan igiyar ruwan?	A ƙarƙashin mutumin.
2333753	592494	What color is the lamb?	Dirty white.	Menene launin ɗan tunkiyan?	Fari me dauɗa.
2364944	823471	How many toilets are there?	One.	Nawane adadin ban ɗaki a gurin?	Ɗaya.
2393380	288018	What is written in the plane?	Express.	Me aka rubuta a jikin jirgin saman?	Express.
2359902	1630602	Where is there water?	Toilet bowl.	A ina ne akwai ruwa?	Kwanon bahaya.
2396561	285626	What is beneath the bear?	The sidewalk.	Menene a ƙasan dabbar beya ɗin?	Gefen titin.
2391656	418247	What is on the table in front of the girl?	Plate.	Menene a kan tebur ɗin gaban yarinyar?	Faranti.
2413552	1009119	What color is the woman's hair?	Blonde.	Menene launin gashin matar?	Blonde.
2413552	1009102	What color is the wetsuit?	Black and blue.	Menene launin rigar ruwan?	Baƙi da shuɗi.
2374167	1920864	What is the woman wearing?	White veil.	Me matar take sanye dashi?	Farin gyale.
2330978	402851	What is brown?	Ground.	Menene ruwan ƙasa?	Ƙasa.
2326635	534266	Why are there poles next to the building?	It's under construction.	Meyasa akwai ƙarafuna a kusa da ginin?	Ana cikin aikin gini.
2326635	534269	Where are the buildings?	In the distance.	Ina gine-ginen?	A nesa.
2399443	1530078	What is the woman doing with the right foot?	Stepping on the leash.	Me matar takeyi da ƙafar dama?	Taka leshin.
2389363	1479797	What is on the man's eyes?	Glasses.	Menene a idon mutumin?	Tabarau.
2359510	1622751	What is around the snowman's neck?	The tie.	Menene a zagaye da wuyan mutumin dusan ƙanƙarar?	Ɗamarar wuyan.
2385913	550815	What color is the plate?	White.	Menene launin farantin?	Fari.
2317544	915998	Where was the photo taken?	A shopping center.	A ina aka ɗauka hoton?	A gurin siyayya.
2417622	952128	What color is the pole the man is holding?	Blue and white.	Menene launin ƙarfen da mutumin yake riƙe dashi?	Shuɗi da fari.
2386210	678477	What are they holding?	Tennis Racket.	Me suke riƙe dashi?	Raket ɗin tanis.
2393970	1375973	What is on the ground?	Line.	Menene a ƙasa.?	Layi.
2393748	608464	What is cast?	Shadows.	Menene ya fito?	Inuwa.
2332991	721030	What is she swinging?	Tennis racquet.	Me take lilawa?	Racquet ɗin tanis.
2332991	721029	What is green?	Trees.	Menene kore?	Bishiyoyi.
2389352	1418045	Who is wearing black jeans?	The boy.	Waye ya sanya baƙin jeans?	Yaron.
2407651	195176	How many windows are visible?	Just one.	Nawane adadin tagan da ake iya gani?	Ɗaya kawai.
2407651	1043068	What is red?	A line painted on a wooden bureau.	Menene ja?	Layi ne da akayi fenti a jikin ma'ajiyar itace.
2403773	536557	Why is the screen on?	The tv is on.	Meyasa fuskar a kunne?	Talabijin ɗin a kunne.
2341904	841904	How many clouds?	None.	Nawane adadin giza-gizai?	Babu.
2341904	841900	Where is the train?	On tracks.	Ina jirgin ƙasan?	Akan titin jirgin ƙasa.
2353595	512701	What color are the dogs paws?	Brown.	Menene launin dungun karnuka?	Ruwan ƙasa.
2345930	710704	When was this picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2395647	1449365	What number is on the post?	12	Wacce lamba ce a jikin turken?	12
2333753	592498	Who is washing the lamb?	A woman.	Waye yake wanke ɗan tunkiyan?	Mata.
2342072	585844	Why is the keyboard needed?	To type.	Meyasa ake buƙatar masarrafin kwamfuta?	Don rubutu.
2401010	1234518	What is being brushed?	Teeth.	Menene ake gogewa?	Haƙora.
2376233	1962245	Where are the red blinking lights?	On the wing tips.	Ina jan haske dake ƙiftawa?	A ƙarshen fuffuken.
2410197	1098566	What color are the man's pants?	Blue.	Menene launin wandon mutumin?	Shuɗi.
2410197	1098550	What is the skier holding?	Poles.	Me mai sulun ƙanƙarar yake riƙe dashi?	Sanduna.
2409658	1086483	What is green and blue?	The court.	Menene kore da shuɗi?	Filin.
2373667	1910718	What are lined up in front of the building on the left?	Trees.	Menene aka jera a gaban ginin da yake hagu?	Bishiyoyi.
2405799	209998	What was her age?	About 20.	Menene shekarunta?	Kusan 20.
2396561	1453302	What kind of window is above bear?	Glass.	Wacce irin taga ce a saman beya ɗin?	Gilashi.
2316899	921161	Who is in the photo?	No one.	Waye a cikin hoton?	Ba kowa.
2370772	971786	Where was the picture taken?	Mountain.	A ina aka ɗauka hoton?	Dutse mai tudu.
2372875	1894402	What are the people doing?	Walking.	Me mutanen sukeyi?	Tafiya.
2394177	1377088	Where are the dogs?	Parking lot.	Ina karnukan?	Wurin ajiye abin hawa.
2335797	460392	What is this photo of?	Man and boy.	Hoton menene wannan?	Mutumi da yaro.
2322887	873252	Where is the snow?	On the ground.	Ina dusar ƙanƙarar?	A ƙasan.
2335099	399547	What is next to the computer?	A mouse.	Menene a kusa da kwamfutar?	Linzamin kwamfuta.
2335099	399550	How many computers are there?	1	Nawane adadin kwamfuta a gurin?	1
2316490	924433	Where are the chairs?	Behind the cat.	Ina kujerun?	A bayan magen.
2417622	952126	What color is the cat?	Black.	Menene launin magen?	Baƙi.
2417622	952123	Why is the cat looking up?	It's looking at the feathers of the cat toy.	Meyasa magen take kallon sama?	Tana kallon gashin abin wasan magen.
2403773	1289978	What is the cat's iris color?	Green.	Menene launin ƙwayar idon magen?	Kore.
2365039	375597	What are the zebras doing?	Standing.	Me jakunan dawan suke yi?	Tsayuwa.
2391010	1360811	Where is the plate?	On a ledge.	Ina farantin?	A kan tudu.
2340332	587237	How many players are holding bats?	3	Nawane adadin'yan wasa dake riƙe da kulki?	3
2392682	1369629	How is the weather?	Sunny.	Ya yanayin yake?	Mai rana.
2342072	585849	What color is the remote control?	White.	Menene launin masarrafar tazara?	Fari.
2393380	288016	What is seen in the picture?	Aeroplane.	Me aka gani a cikin hoton?	Jirgin sama.
2393380	1564396	What is this photo of?	A runway.	Hoton menene wannan?	Titin jirgin sama.
2408726	1066433	What color is the plate?	Yellow.	Menene launin farantin?	Ruwan ɗorawa.
2410197	1098567	What color is the man's jacket?	White.	Menene launin kwat ɗin mutumin?	Fari.
2370799	1850004	What sort of terrain is the bike rider on?	A dirt road.	A kan wacce irin ƙasa matuƙa babur ɗin suke?	Hanya mai dauɗa.
2375728	1951668	What is lining the side of the food?	Cucumbers.	Menene jeje a gefen abincin?	Kwakwamba.
2415601	935955	Where is the car without headlights?	In the front.	Ina mota marar fitila?	A gaban.
2349358	388145	What is in the photo?	Giraffes.	Menene a cikin hoton?	Raƙuman dawa.
2382724	809246	What color is the whizzo box?	Red and yellow.	Menene launin akwatin whizzo?	Ja da ɗorawa.
2336673	590157	What is the dog holding?	A frisbee.	Me karen yake riƙe dashi?	Frisbee.
2391656	1491066	What toppings are on the pizza?	Cheese and sauce.	Wani abu ne akan ne a kan fizza ɗin?	Cukui da miya.
2383244	808830	Who is taking the picture?	Man and woman.	Waye yake ɗaukan hoton?	Mutumi da mata.
2394177	416255	What has tires?	A motorbike.	Menene yakeda taya?	Babur.
2326635	534263	How are the bikes standing there?	They are held up by the railing.	Taya kekunan suke tsaye?	Suna jingine da shingen ƙarfen.
2329138	404323	When was the picture taken?	Daytime.	Yaushe aka ɗauki hoton?	Da rana.
2339344	843947	Where are the rocks with fruit on them?	On the river bed.	Ina dutsuna masu kayan itace akansu?	A bakin ruwa.
2339344	843946	Where is the fruit?	On the rocks.	Ina kayan itacen?	A kan dutsen.
2335797	460396	When was this taken?	Bedtime.	Yaushe aka ɗauki wannan hoton?	Lokacin bacci.
2385913	550817	What is the table made of?	Wood.	Dame akayi teburin?	Katako.
2335099	399549	When was the pic taken?	During the day.	Yaushe aka ɗauki hoton?	Da rana.
2378433	556800	When was the pic taken?	During the day.	Yaushe aka ɗauki hoton?	Da rana.
2316490	924427	What is gree?	Umbrella.	Menene kore?	Lema.
2367880	1790530	Where is the knife?	Above the food.	Ina wuƙar?	A kan abincin.
2408770	1067246	How is the weather?	Sunny.	Yaya yanayin?	Yanayin rana.
2410990	1320497	What is sticking out of the ground?	Branches.	Menene yake tsaye akan ƙasa?	Rassa.
2341904	841899	How many trains?	One.	Jiragen ƙasa nawa?	Ɗaya.
2365039	1733776	What pattern is the zebra?	Stripes.	Menene launin jikin jakin dawan?	Ratsi- ratsi.
2410068	175845	What model is the laptop?	Apple.	Wani samfuri kwamfutar tafi-da- gidanka ce?	Apple.
2410068	175844	What color is the laptop?	Black.	Menene launin kwamfutar tafi-da-gidankan?	Baqi.
2391010	1360818	What is grey and large?	Concrete wall.	Menene launin toka kuma ƙato?	Bangon kankare.
2415913	938453	When was this taken?	Daytime.	Yaushe aka ɗauka wannan??	Da rana.
2415601	935961	Why are the cars moving?	The light is green.	Meyasa motocin suke tafiya?	Fitilar koriya ce.
2349358	975180	Where was this photo taken?	At a zoo.	A ina aka ɗauka wannan hoton?	A gidan dabbobi.
2414132	1023788	What is the cars covered in?	Snow.	Menene ya rufe motocin?	Dusar ƙanƙara.
2336673	590156	What is the color of the grass?	Green.	Menene launin ciyawar?	Kore.
2373313	1903376	What is on the pillow?	The laptop case.	Menene a kan matashin kan?	Akwatin kwamfutar tafi-da-gidankan.
2396561	1516297	What part of the storefront is seen?	Window.	Wani ɓangaren gaban shagon ake gani?	Taga.
2332193	855458	How many people are pictured?	None.	Nawane adadin mutanen da aka nuna?	Babu.
2332193	982758	Where is this picture taken?	At the zoo.	A ina aka ɗauka wannan hoton?	A gidan dabbobi.
2390993	546778	What is in the man's hand?	Rope.	Menene a hannun mutumin?	Igiya.
2329138	404320	What has windows?	Buildings.	Menene yakeda taga?	Gine-gine.
2399443	1530073	What is the woman wearing?	A t-shirt and shorts.	Me matar take sanye dashi?	Riga da gajeran wando.
2385913	550816	What utensil is on the plate?	Fork.	Wani kayan aiki ne akan farantin?	Cokali mai yatsu.
2328500	340835	What color is the boat?	Blue.	Menene launin jirgin ruwan?	Shuɗi.
2346516	453351	What color is the sippy cup spout?	Green.	Menene launin bakin kofin yaran?	Kore.
2346516	453350	What color is the baby's wearing?	Light blue.	Menene launin da jaririn yake sanye da shi?	Shuɗi mai haske.
2317544	915999	What is the woman looking at to the left of the photo?	A cell phone.	Me matar take kallo zuwa hagun hoton?	Wayar hannu.
2391500	1490292	What is under the man?	Skateboard.	Menene a ƙasan mutumin?	Allon sulu mai taya.
2367880	1790505	What is the pizza for?	Eating.	Fizza ɗin na menene?	Ci.
2386210	678476	What are these people playing?	Tennis.	Wasan me waɗannan mutanen sukeyi?	Tanis.
2393748	1501778	What number is on the red jersey?	5	Wacce lamba ce a jikin jar rigar wasanni?	5
2385206	743263	What is the street sign says?	STOP all way.	Menene alamar titin tace?	STOP all way.
2410990	168471	What direction are three of the sheep looking in?	To the right.	Wani ɓangare tumakai ukun suke kallo?	Izuwa dama.
2365039	1733769	What is there seven of showing on the zebras?	Legs.	Menene a gurin bakwai da suka nuna a jikin jakin dawan?	Ƙafofi.
2410068	1095944	What is the pattern of the bedspread?	Floral.	Menene tsarin shimfiɗar gadon?	Na fure.
2410068	1095936	What is the white cord on the bed?	Charge cord.	Menene farar igiyar kan gadon?	Igiyar caji.
2395647	1449362	What is this area called?	Canal.	Me ake kiran wannan guri?	Hanyar jirgin ruwa.
2342072	585845	Who types on the keyboard?	The computer user.	Wanene yake rubutu a keyboard?	Mai amfani da kwamfuta.
2342072	585843	What color is the keyboard?	White.	Menene launin keyboard ɗin?	Fari.
2401010	1234532	What moisture is the woman's mouth?	Wet.	Menene danshin bakin matar?	A jiƙe.
2376233	558556	Where is the plane?	In the sky.	Ina jirgin?	A sama.
2384817	423677	How many planes are there?	Two.	Nawane adadin jiragen sama a gurin?	Biyu.
2373667	752487	What is between the camera and the bench?	Steel grate.	Menene a tsakanin kamarar da bencin?	Murfin ƙarfe.
2375728	1951675	What are the crackers on?	A doily.	Akan me crackers ɗin suke?	Tuma ƙasa.
2405799	1169508	Where was this picture taken?	At a park.	A ina aka ɗauka wannan hoton?	A gurin shaƙatawa.
2370992	562756	What shape is the home button?	Round.	Menene siffar madannin gidan?	Zagaye.
2332193	855465	What color is the birds neck?	Black.	Menene launin wuyan tsuntsun?	Baƙi.
2360727	1647749	What type of ride is the woman on?	Ferris wheel.	A kan wani irin hawa matar take?	Ferris wheel.
2372150	1878559	Where is the keyboard?	On laaptop.	Ina masarrafin kwamfutar?	A jikin kwamfutar tafi-da-gidankan.
2399443	220095	What is on the beach?	Sand.	Menene a  bakin tekun?	Ƙasa.
2322887	873254	Why is it cold?	Its wintertime.	Meyasa ake sanyi?	Lokacin hunturu ne.
2400498	1223110	Where is the person?	Under the blanket.	Ina mutumin?	A ƙarƙashin bargon.
2370863	1851505	What keeps the tire on the bike?	The rim.	Menene ya riƙe tayar akan keken?	Ƙarfen tayan.
2346516	453347	Where is this picture taken?	A restaurant.	A ina aka ɗauka wannan hoton?	A gidan abinci.
2392791	673209	What color is the table?	Blue.	Menene launin teburin.?	Shuɗi.
2316490	924430	How many cats?	One.	Nawane adadin maguna?	Ɗaya.
2415316	933675	Who is holding the umbrella?	A man.	Waye yake riƙe da lema?	Mutumi.
2379652	555835	Who is there?	No one.	Waye a gurin?	Ba kowa.
2385206	743259	What is the color of the sign?	Red.	Menene launin alamar?	Ja.
2403773	1289953	Where are the green eyes?	Cat.	Ina korayen idanun?	Mage.
2341904	841902	What color is the first engine?	Red.	Menene launin injin ɗin farkon?	Ja.
2392923	225306	How many ties are there?	Two.	Nawane adadin ɗamarar wuya a gurin?	Biyu.
2391010	1360820	What is round and white?	Paper plate.	Menene me da'ira kuma fari?	Faratin takarda.
2324679	858916	What is the person doing?	Surfing.	Me mutumin yake yi?	Hawan igiyar ruwa?.
2326701	342270	How many trains are in the picture?	1	Nawane adadin jiragen ƙasa a cikin hoton?	1
2364944	1731837	What are on long windows?	Shutters.	Menene akan dogayen tagogi?	Murfin taga.
2401582	1247066	What on top of the groom teddy bear head?	Hat.	Menene a saman kan angon ƴar tsana?	Hula.
2373667	1910717	What building is in the middle?	The short one.	Wani gini ne a tsakiyan?	Guntun.
2359902	1630619	How is the wall base?	Tiled.	Yaya ƙasan bangon?	An saka tayel.
2405799	1169502	Why is there writing on the bench?	For remembrance.	Meyasa akwai rubutu a jikin bencin?	Don tunawa.
2396561	285631	Why is the street light on?	It is dark outside.	Meyasa fitilar titi a kunne?	Duhu yayi a waje.
2332193	855460	Who is taking thep picture?	Photographer.	Waye yake ɗaukan hoton?	Mai ɗaukan hoto.
2370772	1849443	What condition is the weather?	Sunny and cold.	Wani yanayi ne da sararin samaniya?	Rana da sanyi.
2370772	1849436	What is being worn on the man's head?	Goggles.	Menene sake a kan mutumin?	Tabarau.
2372875	1894407	Where is the train?	Track.	Ina jirgin ƙasan?	Titin jirgin ƙasa.
2400596	1225500	What is on the chef's head?	Hat.	Menene a kan shugaban madafan?	Hula.
2394177	1568319	What is the dog on?	Bike.	Akan me karen yake?	Babur.
2399443	1530074	Where is the woman?	On a beach.	Ina matar?	A bakin teku.
2370863	1851483	What is the person riding?	A bike.	Me matar take tuƙawa?	Keke.
2335099	965691	Where was the picture taken?	Home office.	A ina aka ɗauka hoton?	Ofishin gida.
2328500	340837	How many boats are seen?	1	Nawane adadin jiragen ruwa da aka gani?	1
2317544	916001	What is covering the ground?	Stone.	Menene ya rufe ƙasa?	Dutse.
2415316	933676	What color is the umbrella?	Black.	Menene launin lemar?	Baƙi.
2386210	678481	How many courts can you see?	Four.	Nawane adadin filayen da ka iya gani?	Huɗu.
2393970	1567200	What is the man holding?	A camera.	Me mutumin yake riƙe dashi?	Kamara.
2389352	1418044	Who is casting shadows?	The boys.	Waye yake saka inuwa?	Mazan.
2391010	674637	What is the food sitting on?	A plate.	Akan me abincin yake ajiye?	Faranti.
2340332	587242	What is the name of the team on the player sitting down shirt?	Twins.	Menene sunan tawagar jikin rigar ɗan wasan dake zaune?	Twins.
2384775	487756	Where Is the man's neck tie?	Around his neck.	Ina ɗamarar wuyan mutumin?	Kewaye a wuyan shi.
2415913	938451	What is below the desk?	A keyboard.	Menene a ƙarƙashin tebur ɗin?	Masarrafin kwamfuta.
2415913	938450	What is the laptop on?	A desk.	Akan me kwamfutar tafi-da-gidankan take?	Tebur.
